"";"Block";"FlowerFieldType";"Transect";"Species";"LifeStrategy";"Ecotype";"Phagy_Nickel";"FoodPlant_Nickel";"RedList";"tot.Count"
"778";7;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"779";7;"1yr-FAKT";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"780";7;"1yr-GM";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"781";7;"1yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"782";7;"1yr-GM";"control grass path";"Doratura.sp";"";"";"";"";"";1
"783";7;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"784";7;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";9
"785";7;"1yr-GM";"control grass path";"Emelyanoviana.sp";"";"";"";"";"";1
"786";7;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"787";7;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";9
"788";7;"1yr-GM";"control grass path";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";6
"789";7;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";16
"790";7;"1yr-GM";"control grass path";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"791";7;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"792";7;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"793";7;"1yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"794";7;"1yr-GM";"field edge";"Emelyanoviana.sp";"";"";"";"";"";1
"795";7;"1yr-GM";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"796";7;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"797";7;"1yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"798";7;"1yr-GM";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";3
"799";7;"1yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"800";7;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";18
"801";7;"1yr-GM";"field centre";"E.decipiens";"";"UES";"p";"herbs, wood";"*";1
"802";7;"1yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";5
"803";7;"1yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";3
"804";7;"1yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"805";7;"1yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";4
"806";7;"1yr-GM";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"807";7;"2yr-GM";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"808";7;"2yr-GM";"control grass path";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"809";7;"2yr-GM";"control grass path";"E.decipiens";"";"UES";"p";"herbs, wood";"*";1
"810";7;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"811";7;"2yr-GM";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"812";7;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";4
"813";7;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"814";7;"2yr-GM";"control grass path";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"815";7;"2yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";13
"816";7;"2yr-GM";"control grass path";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";5
"817";7;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"818";7;"2yr-GM";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";2
"819";7;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";3
"820";7;"2yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";19
"821";7;"2yr-GM";"control grass path";"R.imitans";"stenotop";"MesO";"m1";"Festuca arundinacea";"*";3
"822";7;"2yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";4
"823";7;"2yr-GM";"field edge";"A.clavicornis";"oligotop";"XerO";"p";"dicodyle herbs";"*";1
"824";7;"2yr-GM";"field edge";"Aphrodes.sp";"";"";"";"";"";3
"825";7;"2yr-GM";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"826";7;"2yr-GM";"field edge";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"827";7;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"828";7;"2yr-GM";"field edge";"E.distinguendus";"oligotop";"MesO";"o1?";"Taraxacum?, Picris?";"V";4
"829";7;"2yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"830";7;"2yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";6
"831";7;"2yr-GM";"field edge";"E.notata";"oligotop";"MesO";"o2";"Hieracium pilosella, Leontodon?, Prunella?";"*";1
"832";7;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"833";7;"2yr-GM";"field edge";"Empoasca.sp";"";"";"";"";"";1
"834";7;"2yr-GM";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";3
"835";7;"2yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";4
"836";7;"2yr-GM";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";1
"837";7;"2yr-GM";"field edge";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";1
"838";7;"2yr-GM";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"839";7;"2yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"840";7;"2yr-GM";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";4
"841";7;"2yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";5
"842";7;"2yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"843";7;"2yr-GM";"field centre";"A.makarovi";"oligotop";"MesO";"p";"Urtica dioica, Taraxacum";"*";1
"844";7;"2yr-GM";"field centre";"E.affinis";"";"MesS";"p";"herbs, wood";"*";1
"845";7;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";9
"846";7;"2yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";10
"847";7;"2yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";4
"848";7;"2yr-GM";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";4
"849";7;"2yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";8
"850";7;"2yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";2
"851";7;"2yr-GM";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"852";7;"2yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"853";7;"2yr-GM";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"854";7;"3yr+";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"855";7;"3yr+";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"856";7;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";6
"857";7;"3yr+";"control grass path";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"858";7;"3yr+";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"859";7;"3yr+";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"860";7;"3yr+";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"861";7;"3yr+";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"862";7;"3yr+";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";6
"863";7;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";6
"864";7;"3yr+";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"865";7;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"866";7;"3yr+";"field edge";"D.impudica";"";"XerO";"m1?";"Calamagrostis epigejos";"3";2
"867";7;"3yr+";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";4
"868";7;"3yr+";"field edge";"Emelyanoviana.sp";"";"";"";"";"";4
"869";7;"3yr+";"field edge";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";1
"870";7;"3yr+";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";10
"871";7;"3yr+";"field edge";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";5
"872";7;"3yr+";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";2
"873";7;"3yr+";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"874";7;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";10
"875";7;"3yr+";"field edge";"Psammotettix.sp";"";"";"";"";"";1
"876";7;"3yr+";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";7
"877";7;"3yr+";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"878";7;"3yr+";"field centre";"A.consobrina";"oligotop";"MesS";"o1?";"Lamiaceae";"*";1
"879";7;"3yr+";"field centre";"Aphrodes.sp";"";"";"";"";"";1
"880";7;"3yr+";"field centre";"D.europaea";"oligotop";"XerO";"p";"?";"3";1
"881";7;"3yr+";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";3
"882";7;"3yr+";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";5
"883";7;"3yr+";"field centre";"E.notata";"oligotop";"MesO";"o2";"Hieracium pilosella, Leontodon?, Prunella?";"*";1
"884";7;"3yr+";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";2
"885";7;"3yr+";"field centre";"Emelyanoviana.sp";"";"";"";"";"";2
"886";7;"3yr+";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"887";7;"3yr+";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";11
"888";7;"3yr+";"field centre";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";5
"889";7;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";7
"890";7;"3yr+";"field centre";"Psammotettix.sp";"";"";"";"";"";1
"891";7;"3yr+";"field centre";"R.imitans";"stenotop";"MesO";"m1";"Festuca arundinacea";"*";2
"892";7;"3yr+";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";11
"893";8;"1yr-FAKT";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";3
"894";8;"1yr-FAKT";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";1
"895";8;"1yr-FAKT";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"896";8;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"897";8;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"898";8;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"899";8;"1yr-FAKT";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"900";8;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";6
"901";8;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"902";8;"1yr-FAKT";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";17
"903";8;"1yr-FAKT";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";14
"904";8;"1yr-FAKT";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"905";8;"1yr-FAKT";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"906";8;"1yr-FAKT";"field edge";"Emelyanoviana.sp";"";"";"";"";"";3
"907";8;"1yr-FAKT";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"908";8;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"909";8;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"910";8;"1yr-FAKT";"field edge";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"911";8;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";8
"912";8;"1yr-FAKT";"field edge";"S.bisonia";"changing";"MesS";"p";"Fabaceae, Rosaceae";"nb";1
"913";8;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";6
"914";8;"1yr-FAKT";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";10
"915";8;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";32
"916";8;"1yr-FAKT";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";14
"917";8;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";11
"918";8;"1yr-FAKT";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";3
"919";8;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";8
"920";8;"1yr-FAKT";"field centre";"Psammotettix.sp";"";"";"";"";"";1
"921";8;"1yr-FAKT";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"922";8;"1yr-GM";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"923";8;"1yr-GM";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";2
"924";8;"1yr-GM";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"925";8;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"926";8;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"927";8;"1yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"928";8;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"929";8;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";5
"930";8;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";14
"931";8;"1yr-GM";"control grass path";"M.sardus";"";"MesS";"o2?";"?";"*";1
"932";8;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"933";8;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";8
"934";8;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"935";8;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";16
"936";8;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"937";8;"1yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";14
"938";8;"1yr-GM";"field edge";"Empoasca.sp";"";"";"";"";"";4
"939";8;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"940";8;"1yr-GM";"field edge";"Macrosteles.sp";"";"";"";"";"";4
"941";8;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";25
"942";8;"1yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";11
"943";8;"1yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";7
"944";8;"1yr-GM";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"945";8;"2yr-GM";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"946";8;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"947";8;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";3
"948";8;"2yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"949";8;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"950";8;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"951";8;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"952";8;"2yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"953";8;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";9
"954";8;"2yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";14
"955";8;"2yr-GM";"field edge";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"956";8;"2yr-GM";"field edge";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"957";8;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";2
"958";8;"2yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"959";8;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";3
"960";8;"2yr-GM";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"961";8;"2yr-GM";"field edge";"Macrosteles.sp";"";"";"";"";"";1
"962";8;"2yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"963";8;"2yr-GM";"field edge";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"964";8;"2yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"965";8;"2yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"966";8;"2yr-GM";"field centre";"A.makarovi";"oligotop";"MesO";"p";"Urtica dioica, Taraxacum";"*";1
"967";8;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";6
"968";8;"2yr-GM";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";3
"969";8;"2yr-GM";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"970";8;"2yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";1
"971";8;"2yr-GM";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"972";8;"2yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";2
"973";8;"2yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"974";8;"3yr+";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";2
"975";8;"3yr+";"control grass path";"A.consobrina";"oligotop";"MesS";"o1?";"Lamiaceae";"*";1
"976";8;"3yr+";"control grass path";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";3
"977";8;"3yr+";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"978";8;"3yr+";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";3
"979";8;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";13
"980";8;"3yr+";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";2
"981";8;"3yr+";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"982";8;"3yr+";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"983";8;"3yr+";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"984";8;"3yr+";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"985";8;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";31
"986";8;"3yr+";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"987";8;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"988";8;"3yr+";"field edge";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"989";8;"3yr+";"field edge";"A.ribauti";"oligotop";"MesO";"o2?";"Plantago, Fabaceae?, Lamiaceae?";"*";1
"990";8;"3yr+";"field edge";"Aphrodes.sp";"";"";"";"";"";2
"991";8;"3yr+";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"992";8;"3yr+";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";4
"993";8;"3yr+";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";36
"994";8;"3yr+";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"995";8;"3yr+";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"996";8;"3yr+";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"997";8;"3yr+";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"998";8;"3yr+";"field edge";"Ophiola.sp";"";"";"";"";"";1
"999";8;"3yr+";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";4
"1000";8;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";18
"1001";8;"3yr+";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";5
"1002";8;"3yr+";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";5
"1003";8;"3yr+";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";8
"1004";8;"3yr+";"field centre";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";6
"1005";8;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";18
"1006";8;"3yr+";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";2
"1007";9;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"1008";9;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"1009";9;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";5
"1010";9;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"1011";9;"1yr-FAKT";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"1012";9;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";4
"1013";9;"1yr-FAKT";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1014";9;"1yr-FAKT";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";3
"1015";9;"1yr-FAKT";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";19
"1016";9;"1yr-FAKT";"field edge";"Emelyanoviana.sp";"";"";"";"";"";3
"1017";9;"1yr-FAKT";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1018";9;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1019";9;"1yr-FAKT";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"1020";9;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"1021";9;"1yr-FAKT";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";2
"1022";9;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";5
"1023";9;"1yr-FAKT";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"1024";9;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";52
"1025";9;"1yr-FAKT";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1026";9;"1yr-FAKT";"field centre";"Macrosteles.sp";"";"";"";"";"";1
"1027";9;"1yr-FAKT";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"1028";9;"1yr-FAKT";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1029";9;"1yr-GM";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1030";9;"1yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"1031";9;"1yr-GM";"control grass path";"E.calcarata";"";"MesS";"m1";"Urtica dioica";"*";1
"1032";9;"1yr-GM";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"1033";9;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1034";9;"1yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1035";9;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1036";9;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"1037";9;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
